Id,V1,V2,Cluster
regulation_bicycle_helmet,0.505773173,-0.131990142,1
regulation_boehmke_cogrowma,0.267692265,-0.438994205,1
regulation_boehmke_grandvis,-0.130159943,-0.229301807,1
regulation_boehmke_livingwil,0.399451436,0.131445595,1
regulation_boehmke_shiel,0.437995505,-0.174253497,1
regulation_forced_sterlization,-0.14683422,0.384598628,1
regulation_hate_crime,-0.280705814,-0.060528085,1
regulation_homerul,-0.572983916,0.405776541,1
regulation_housing_directstatea,-0.533260812,-0.603641217,1
regulation_mandatory_car_insura,-0.38947841,0.039021434,1
regulation_mandatory_seatbelt,-0.301253862,0.632493593,1
regulation_motorcycle_helmet,0.232276855,0.425860067,1
regulation_pain_suffering_limit,-0.259180018,-0.458329424,1
regulation_physician_suicid,-0.292229875,-0.496092168,1
regulation_rent_contro,0.482667037,-0.54413156,1
regulation_rfr,-0.292233151,-0.019836887,1
regulation_sedition_law,-0.292233093,0.160422527,1
regulation_utility_jurisdictio,-0.570674969,0.469606681,1
regulations_lemonla,-0.616712523,-0.218697189,1
regulations_state_debt_limitati,0.613372286,-0.160343749,1
renewenergy,-0.479228924,-0.560456516,1
renewport,0.165742184,0.66800229,1
repsodomy,0.083118121,-0.451061802,1
requireanyid2,0.573639573,-0.409590213,1
residentiallandlordandtenantact1972,0.079503035,-0.005923414,1
residentialmortgagesatisfactionact,-0.264444912,0.605954929,1
restaurantbanstate,0.668822269,0.007617026,1
restruct,0.027357906,-0.32737098,1
retailtheft,0.250330952,0.480780299,1
retainag,0.4081012,0.277915533,1
retstate,-0.649203199,-0.186423663,1
revenue,0.251102648,0.248704189,1
reviseduniformunclaimedpropertyact,-0.59686593,0.151147985,1
rico,-0.357058245,-0.105888519,1
right2work,-0.465993411,-0.217567135,1
rightdie,0.643328504,0.255807377,1
rightsoftheterminallyillact1985,0.002590394,0.140195625,1
roadshwy,-0.542857974,-0.036250239,1
roeovertur,-0.218808959,0.087967083,1
rps_yearadopted,0.370513946,0.422592688,1
rulesofevidence1974,0.061550063,0.414422125,1
sals,-0.265010367,-0.084018378,1
salvia,0.674118985,-0.214333836,1
savingplan,-0.628233656,0.038876346,1
schoolchoi,-0.574427183,0.565912376,1
sdce,0.653602627,-0.482892906,1
securitiesact,-0.205170338,0.233052552,1
securitiesact1956,0.093148466,0.05918128,1
securitiesact1988,-0.521495933,0.569277118,1
segoss,-0.380000274,-0.456878363,1
sexreginfo,-0.044796182,0.672206654,1
sexselect,0.325128046,0.123125277,1
shield,-0.360086325,0.47274513,1
shoplift,0.197308898,0.675329297,1
simultaneousdeathact,-0.467107575,-0.343051186,1
simultaneousdeathact1940,0.342938842,-0.207508532,1
slains,0.147046705,0.336482947,1
smokeban,-0.260924082,-0.565045623,1
snrpresc,0.114626709,0.104291225,1
soexorder,0.327599145,-0.419456985,1
soil,0.343020312,0.466821061,1
solaw,0.397434171,0.466835032,1
sonofsam,-0.556216714,0.37436596,1
sonsam,-0.267025755,-0.6815565,1
southeasternforestfireprotectioncompact,0.170419534,-0.231898724,1
southeastinterstatelow_levelradioactivewastecompact,-0.316080432,-0.336055771,1
southerndairycompact,-0.06817455,0.207810025,1
southerngrowthpoliciescompact,0.128904167,0.331546204,1
southernregionaleducationcompact,0.135821097,-0.023182849,1
southwesternlow_levelradioactivewastedisposalcompact,0.173000809,0.603244485,1
sprinsch,0.497821724,-0.671856143,1
st_wd_tran,0.055574951,-0.134977504,1
stalkdef,-0.000914578,0.493631566,1
stalking,-0.077414647,0.142969451,1
standground,0.204655925,0.05653673,1
stateptr,0.595585208,0.59766686,1
statrapage,0.124027728,0.151661475,1
statrape,0.576855666,0.564477283,1
statusofchildrenofassistedconceptionact,0.251336789,-0.627961035,1
statusofconvictedpersonsact1964,-0.525179467,-0.005166958,1
statutoryformpowerofattorneyact,-0.080407638,0.32531579,1
statutoryruleagainstperpetuities,-0.257273889,0.232345201,1
statutorytrustentityact,0.14104043,-0.371625829,1
statutorywillact1984,0.546021292,0.035831287,1
stplnb,0.212862275,-0.475698963,1
strikes,-0.570513133,0.51921702,1
sundayban,-0.135906533,0.035827868,1
supp_research,0.644163071,-0.375257572,1
surpluslinesinsurancemulti_statecompliancecompact,0.561236721,0.659581624,1
syringe,0.018306671,-0.209135904,1
taxcom,-0.086825529,-0.622505131,1
teacelm,-0.013576326,-0.699670685,1
teacsec,0.436535391,0.013818184,1
telgrareg,-0.14387174,0.455129181,1
tels,-0.033087744,-0.352856458,1
termlim,0.635904106,-0.293023785,1
terrorfund,-0.523095607,-0.337380931,1
testamentaryadditionstotrustsact,-0.054089757,-0.652780915,1
threestrikes,0.337297042,0.247184172,1
timelim,0.120951724,0.670353708,1
todsecurityregistrationact,0.131704012,-0.598315824,1
tradesecretsact,0.48121501,-0.611221045,1
transboundarypollutionreciprocalaccessact,0.427303577,0.144894778,1
transferstominorsact,0.339335815,-0.484495663,1
transport,-0.441314876,0.26673823,1
trap,0.396897283,0.288725674,1
trap_hosp,0.265242704,-0.432065786,1
trap_lic,-0.137399361,-0.572661016,1
trustcode,-0.552979187,0.053590594,1
trustdecanting,-0.510258712,0.388560953,1
trusteespowersact1964,0.442860795,0.555987408,1
truthsent,0.043937371,0.229609324,1
tu_decent,0.232510396,-0.524433313,1
u_record_sys,-0.584796096,-0.56704395,1
uccarticle1generalprovisions2001,0.482065209,0.338547686,1
uccarticle2aleases19871990,0.529757076,-0.241157227,1
uccarticle3negotiableinstruments1990,0.623504452,-0.402947662,1
uccarticle3negotiableinstrumentsandarticle4bankdeposits2002,-0.145281762,-0.182524261,1
uccarticle4aamendments2012,0.235143955,0.230184871,1
uccarticle4afundstransfers1989,0.472263874,-0.006275027,1
uccarticle5lettersofcredit1995,0.294792717,-0.159034616,1
uccarticle6bulksales1989,0.485300986,-0.56354623,1
uccarticle6repeal,-0.02073339,-0.651286159,1
uccarticle6revise,-0.711409788,-0.339781875,1
uccarticle7documentsoftitle2003,-0.347367625,-0.525566054,1
uccarticle8investmentsecurities,-0.671234367,-0.548930691,1
uccarticle8investmentsecurities1994,0.446697295,-0.054068756,1
uccarticle9amendments,0.399941161,-0.372455838,1
uccarticle9amendments2010,-0.558251663,-0.225954276,1
uccarticle9securedtransactions1998,-0.649619628,0.051154702,1
ultrasound,-0.238957215,0.045661745,1
unclaimedpropertyact,0.381659343,-0.523950123,1
unclaimedpropertyact19521981,-0.125472827,-0.45732926,1
undoctuit,-0.338129746,-0.647437783,1
uniformunclaimedpropertyact,0.435437197,-0.59080995,1
unincorporatednonprofitassociationact19921996,0.416268744,0.195131382,1
unincorporatednonprofitassociationact2008lastamended2011,-0.476292809,0.49193023,1
unionlimits,0.071977444,0.221652112,1
universalhealthcare,0.443497205,0.131459552,1
universalprek,-0.594211468,-0.652874974,1
unsworndeclarationsact,-0.058761026,0.31686451,1
unswornforeigndeclarationsact2008,-0.351446706,-0.636364653,1
uppercoloradoriverbasincompact,-0.032880745,-0.5020748,1
urbrenen,-0.498655576,0.159873147,1
utreg,-0.346817269,-0.114867634,1
vendorandpurchaserriskact1935,0.385547015,0.264881535,1
veteransguardianshipact1942,0.578676855,0.666362679,1
viatesting,0.628230232,-0.586301507,1
viccomp,0.062541077,0.591282298,1
vicrtsamd,0.253962684,0.180540696,1
victimnotif,0.497069607,-0.665664827,1
victimnotification,0.556266356,-0.089800022,1
victimrights,-0.572937135,0.455773397,1
victimsofcrimeactmodel,0.589338615,-0.087916191,1
voidabletransactionsactamendments2014_formerlyfraudulenttransferact,-0.064909793,0.662373018,1
voterid,0.38721739,0.601544684,1
vouchers,-0.022986755,0.720490231,1
w_abortion_parental_notice_1983,-0.522735711,-0.20469215,1
w_animal_cruelty_felon,0.623206203,0.254185321,1
w_ec_access_expan,0.724901875,-0.156990656,1
w_educ_biblepubli,0.238036584,0.116477655,1
w_educ_bibleschoo,-0.450873783,-0.51133346,1
w_educ_mom_silentmandator,-0.075864484,0.005614537,1
w_educ_mom_silentpermis,0.007802043,0.111785253,1
w_envir_solar_taxcredit_loca,-0.394349745,0.691271923,1
w_envir_solar_taxcredit_stat,-0.524706874,0.691966817,1
w_environment_endangered_specie,0.036433527,-0.659438601,1
w_gayright_publi_accom_genderi,-0.095324367,-0.062441985,1
w_gayrights_employment_discrimi,-0.464909972,-0.208600916,1
w_gayrights_public_accomodation,-0.43703482,0.118748784,1
w_guncontrl_bc_dealer_handgu,0.49170532,-0.31933305,1
w_guncontrl_bc_dealer_rifl,-0.600213953,-0.081971265,1
w_guncontrol_registration_requi,-0.389710223,-0.420151801,1
w_guncontrol_waitingperio,-0.703898692,0.170894127,1
w_race_disc_public_accommodatio,-0.209916099,-0.126044148,1
waiting,-0.47126399,0.17471481,1
welfagy,-0.301300583,-0.187276207,1
westerncorrectionscompact,-0.359632432,-0.266478206,1
westerninterstateenergycompact,0.547747482,-0.694805978,1
westernregionaleducationcompact,-0.707381391,-0.298102654,1
wildlifeviolatorcompact,0.300344031,-0.43496509,1
willsrecognitionact,0.730841761,-0.397133946,1
witnessint,-0.656839422,0.716499845,1
witnessintimidation,-0.388370072,0.022892498,1
wk20via,0.079436765,-0.567669206,1
wmd,0.488626192,0.12148174,1
workcom,0.42199864,-0.445099837,1
worksitebanstate,-0.062331617,-0.27320699,1
writreq,-0.249978816,0.192054666,1
zerotol,0.300217773,0.268086981,1
zerotoleranceapis,0.345895396,-0.649844365,1
zerotolerancelaw,0.227848809,0.596962694,1
